date,MC 06,MC 09,MC 16,MC 22,MC 26,BC 28
2015-12-02,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-03,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-04,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-06,0.0,0.0,0.0,0.0,0.0,1.0
2015-12-07,0.0,0.0,0.0,0.0,0.0,1.0
2015-12-08,0.0,0.0,0.0,0.0,0.0,1.0
2015-12-09,0.0,0.0,0.0,0.0,0.0,1.0
2015-12-10,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-11,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-12,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-13,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-14,0.0,0.0,0.0,0.0,1.0,1.0
2015-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-16,0.0,0.0,0.0,0.0,0.0,1.0
2015-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-20,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-22,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-23,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-24,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-25,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-26,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-27,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-28,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-29,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-30,0.0,0.0,0.0,0.0,1.0,0.0
2015-12-31,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-01,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-02,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-03,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-04,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-05,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-06,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-07,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-08,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-09,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-10,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-11,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-12,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-13,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-14,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-15,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-16,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-17,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-18,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-19,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-20,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-21,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-22,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-23,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-24,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-25,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-26,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-27,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-28,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-29,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-30,0.0,0.0,0.0,0.0,1.0,1.0
2016-01-31,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-01,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-02,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-03,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-04,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-05,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-06,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-07,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-08,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-09,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-10,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-11,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-12,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-13,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-14,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-15,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-16,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-17,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-18,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-19,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-20,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-21,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-22,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-23,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-24,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-25,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-26,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-27,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-28,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-29,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-01,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-01,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-02,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-03,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-04,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-05,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-06,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-07,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-08,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-09,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-10,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-11,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-12,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-13,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-14,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-15,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-16,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-17,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-18,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-19,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-20,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-21,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-22,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-23,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-24,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-25,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-26,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-27,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-28,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-29,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-30,0.0,0.0,0.0,0.0,1.0,1.0
2016-12-31,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-01,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-02,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-03,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-04,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-05,0.0,0.0,0.0,0.0,1.0,1.0
2017-01-06,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-07,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-08,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-09,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-10,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-11,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-12,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-13,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-14,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-15,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-16,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-17,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-18,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-19,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-20,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-21,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-22,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-23,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-24,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-25,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-26,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-27,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-28,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-29,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-30,0.0,0.0,1.0,0.0,1.0,1.0
2017-01-31,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-01,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-02,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-03,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-04,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-05,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-06,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-07,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-08,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-09,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-10,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-11,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-12,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-13,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-14,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-15,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-16,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-17,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-18,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-19,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-20,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-21,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-22,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-23,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-24,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-25,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-26,0.0,0.0,0.0,0.0,1.0,1.0
2017-02-27,0.0,0.0,1.0,0.0,1.0,1.0
2017-02-28,0.0,0.0,1.0,0.0,1.0,1.0
2017-03-01,0.0,0.0,1.0,0.0,1.0,1.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-02,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-03,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-06,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-07,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-08,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-09,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-10,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-11,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-13,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-16,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-20,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-23,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-24,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-27,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-29,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-30,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-13,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-14,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-20,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-24,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-25,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-03,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-06,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-07,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-08,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-09,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-10,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-14,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-15,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-16,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-17,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-18,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-19,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-20,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-21,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-22,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-23,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-24,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-25,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-26,0.0,0.0,0.0,0.0,0.0,1.0
2018-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-08,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-09,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-15,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-16,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-23,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-29,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-30,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-05,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-06,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-11,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-12,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-13,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-14,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-15,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-16,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-17,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-19,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-20,0.0,0.0,1.0,1.0,1.0,0.0
2019-01-21,0.0,0.0,1.0,1.0,1.0,0.0
2019-01-22,0.0,0.0,1.0,1.0,1.0,0.0
2019-01-23,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-24,0.0,1.0,1.0,0.0,1.0,0.0
2019-01-25,0.0,1.0,1.0,1.0,1.0,0.0
2019-01-26,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-27,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-28,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-29,0.0,1.0,1.0,1.0,0.0,0.0
2019-01-30,0.0,1.0,1.0,0.0,0.0,0.0
2019-01-31,0.0,1.0,1.0,0.0,0.0,0.0
2019-02-01,0.0,1.0,1.0,0.0,0.0,0.0
2019-02-02,0.0,1.0,1.0,1.0,0.0,0.0
2019-02-03,0.0,1.0,1.0,1.0,1.0,0.0
2019-02-04,0.0,1.0,1.0,1.0,1.0,0.0
2019-02-05,0.0,1.0,1.0,1.0,1.0,0.0
2019-02-06,0.0,1.0,1.0,1.0,1.0,0.0
2019-02-07,0.0,1.0,1.0,0.0,1.0,0.0
2019-02-08,0.0,0.0,1.0,0.0,0.0,0.0
2019-02-09,0.0,1.0,1.0,0.0,0.0,0.0
2019-02-10,0.0,1.0,1.0,1.0,1.0,0.0
2019-02-11,0.0,1.0,1.0,0.0,1.0,0.0
2019-02-13,0.0,1.0,1.0,1.0,1.0,1.0
2019-02-14,0.0,1.0,1.0,0.0,1.0,1.0
2019-02-15,0.0,1.0,1.0,0.0,1.0,1.0
2019-02-16,0.0,1.0,1.0,0.0,1.0,1.0
2019-02-17,1.0,1.0,1.0,0.0,1.0,1.0
2019-02-18,0.0,1.0,1.0,1.0,1.0,1.0
2019-02-19,1.0,1.0,1.0,0.0,1.0,1.0
2019-02-20,1.0,1.0,1.0,0.0,1.0,1.0
2019-02-21,1.0,1.0,1.0,0.0,1.0,1.0
2019-02-22,0.0,1.0,1.0,0.0,1.0,1.0
2019-02-23,0.0,1.0,1.0,0.0,1.0,1.0
